Loyalty Number,Total Flights Overall,Total Distance,Total Points Earned,Total Points Redeemed,Total Redemption Value,Inactive Months,Engagement Score,Customer Tenure,CLV,Salary,Loyalty Card,Education,Marital Status,Gender,Province,Cancelled,Avg Flights Per Month,Overall Redemption Ratio,Inactivity Percentage,Value Per Flight,Churn Risk,Value Segment,Engagement Segment,Customer Type,Recommended Action
121710,44,59199,59199.0,1238,223,8,0.61999375,4,5639.94,85447.0,Nova,Bachelor,Married,Female,Quebec,0,0.8979591836734694,0.020912162162162164,0.1111111111111111,125.332,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
121737,26,42546,42546.0,735,132,15,-0.4424208333333333,2,8960.28,84551.0,Nova,Bachelor,Single,Female,Ontario,0,1.04,0.017275013514466354,0.20833333333333334,331.8622222222223,0,High Value,Low Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
121751,9,11918,11918.0,392,71,20,-1.4046791666666667,0,4743.62,83189.0,Star,Bachelor,Married,Male,Ontario,0,9.0,0.03288866515647286,0.2777777777777778,474.36199999999997,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
121856,18,23850,23850.0,0,0,15,-0.7259375,1,22658.54,113785.0,Nova,Master,Married,Male,Saskatchewan,0,1.3846153846153846,0.0,0.20833333333333334,1192.5547368421053,0,High Value,Low Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
121919,24,36131,36131.0,1007,181,12,-0.27418125,1,7764.27,74655.0,Nova,Bachelor,Married,Male,British Columbia,0,1.8461538461538463,0.027870032104505702,0.16666666666666666,310.5708,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
121930,3,3672,3672.0,0,0,23,-1.8312166666666665,0,10629.22,58612.0,Nova,Bachelor,Married,Male,British Columbia,0,3.0,0.0,0.3194444444444444,2657.305,0,High Value,Low Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
121935,25,31699,31699.0,411,74,13,-0.36438124999999993,3,4878.83,299560.0,Star,Doctor,Married,Female,Yukon,0,0.6756756756756757,0.012965299684542587,0.18055555555555555,187.6473076923077,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
121999,0,0,0.0,0,0,24,-2.0,2,4298.38,54894.0,Nova,Bachelor,Married,Female,Ontario,1,0.0,0.0,0.3333333333333333,4298.38,1,Low Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
122009,17,27883,27883.0,775,139,16,-0.8048979166666665,6,4035.68,47536.0,Nova,Bachelor,Married,Male,Quebec,0,0.2328767123287671,0.02779371682685411,0.2222222222222222,224.20444444444445,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
122020,50,72853,72853.0,3969,714,5,1.08033125,3,7822.3,56759.0,Nova,Bachelor,Divorced,Male,Ontario,0,1.3513513513513513,0.05447882065500865,0.06944444444444445,153.37843137254902,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
122049,39,60575,60575.0,757,136,11,0.2744270833333333,6,3794.96,101393.0,Nova,Master,Married,Female,British Columbia,0,0.5342465753424658,0.012496698362387744,0.1527777777777778,94.874,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
122094,26,30818,30818.0,1251,225,13,-0.34905416666666667,4,2726.39,67059.0,Star,Bachelor,Married,Male,British Columbia,0,0.5306122448979592,0.04059184269444174,0.18055555555555555,100.9774074074074,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
122166,36,55983,55983.0,875,158,13,0.01656041666666667,2,5737.23,73218.0,Star,Bachelor,Married,Female,Ontario,0,1.44,0.015629465561589024,0.18055555555555555,155.06027027027025,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
122173,0,0,0.0,0,0,24,-2.0,6,16973.74,82761.0,Nova,Bachelor,Married,Female,Ontario,0,0.0,0.0,0.3333333333333333,16973.74,1,High Value,Low Engagement,At-Risk Premium,Provide personalized retention offers and priority outreach
122206,0,0,0.0,0,0,24,-2.0,4,2771.05,68546.0,Nova,Bachelor,Single,Female,Ontario,1,0.0,0.0,0.3333333333333333,2771.05,1,Low Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
122283,28,50647,50647.0,1558,281,14,-0.2667895833333333,3,10899.3,74727.0,Aurora,Bachelor,Married,Male,Ontario,0,0.7567567567567568,0.030761333122729426,0.19444444444444445,375.8379310344827,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
122357,28,44436,44436.0,0,0,12,-0.13894166666666663,5,22399.13,89345.0,Star,Bachelor,Married,Female,Quebec,0,0.45901639344262296,0.0,0.16666666666666666,772.3837931034483,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
122456,38,64912,64912.0,777,140,9,0.44736666666666663,1,6915.73,102601.0,Star,Bachelor,Married,Male,Alberta,0,2.923076923076923,0.011969867360929243,0.125,177.32641025641024,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
122517,4,6476,6476.0,0,0,23,-1.7928583333333332,2,5166.19,91030.0,Star,Bachelor,Married,Female,British Columbia,1,0.16,0.0,0.3194444444444444,1033.2379999999998,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
122519,41,91692,137538.0,733,132,5,2.621672727272727,0,30081.37,49927.0,Star,Bachelor,Married,Male,Nova Scotia,0,41.0,0.005329397479987495,0.06944444444444445,716.2230952380952,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
122545,27,37557,37557.0,921,166,12,-0.20276875000000003,1,9490.41,,Nova,College,Single,Female,Ontario,0,2.076923076923077,0.024522072527823634,0.16666666666666666,338.9432142857143,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
122561,13,20844,20844.0,0,0,20,-1.2655583333333333,0,8972.14,97537.0,Nova,Bachelor,Divorced,Male,Ontario,0,13.0,0.0,0.2777777777777778,640.8671428571428,0,High Value,Low Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
122577,33,48523,48523.0,585,105,12,-0.009231249999999969,4,3791.55,62063.0,Nova,Bachelor,Married,Male,Nova Scotia,0,0.673469387755102,0.012055889868930839,0.16666666666666666,111.51617647058823,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
122685,33,53257,53257.0,795,143,11,0.1036895833333333,2,3314.55,78434.0,Nova,Bachelor,Married,Female,Ontario,0,1.32,0.014927334860490443,0.1527777777777778,97.48676470588236,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
122797,58,91964,137946.0,0,0,5,3.3993454545454544,0,5946.67,59374.0,Aurora,Bachelor,Divorced,Male,Ontario,0,58.0,0.0,0.06944444444444445,100.79101694915255,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
122858,9,12097,12097.0,350,63,19,-1.3202270833333334,0,3746.75,62259.0,Nova,Bachelor,Married,Female,Quebec,0,9.0,0.028930401719292446,0.2638888888888889,374.675,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
122890,41,63795,63795.0,457,82,10,0.4195520833333333,3,7785.0,64760.0,Nova,Bachelor,Married,Female,Alberta,0,1.1081081081081081,0.007163458524045395,0.1388888888888889,185.35714285714286,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
122946,28,36462,36462.0,0,0,13,-0.2721125,1,5505.69,101984.0,Nova,Bachelor,Married,Male,Ontario,0,2.1538461538461537,0.0,0.18055555555555555,189.8513793103448,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
122958,59,89490,89490.0,1631,293,4,1.4551458333333331,2,4430.57,49512.0,Star,Bachelor,Married,Male,Nova Scotia,0,2.36,0.01822529639852052,0.05555555555555555,73.84283333333333,0,Low Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
123060,51,92298,92298.0,423,76,7,1.0560291666666668,0,5010.45,58178.0,Nova,Doctor,Divorced,Male,Ontario,0,51.0,0.004582931559388509,0.09722222222222222,96.35480769230769,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
123083,48,68460,68460.0,770,139,7,0.8445416666666667,2,5548.03,81518.0,Star,Bachelor,Divorced,Male,Ontario,0,1.92,0.01124727947298462,0.09722222222222222,113.22510204081632,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
123094,24,33723,33723.0,337,61,16,-0.6225645833333333,0,4103.85,92223.0,Star,Bachelor,Married,Female,British Columbia,0,24.0,0.0099928834064761,0.2222222222222222,164.15400000000002,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
123115,29,27967,27967.0,2398,432,12,-0.22103958333333332,6,8646.5,78830.0,Star,Bachelor,Married,Female,British Columbia,0,0.3972602739726027,0.0857408466819222,0.16666666666666666,288.21666666666664,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
123151,0,0,0.0,0,0,24,-2.0,4,21578.86,,Nova,College,Married,Female,Saskatchewan,1,0.0,0.0,0.3333333333333333,21578.86,1,High Value,Low Engagement,At-Risk Premium,Provide personalized retention offers and priority outreach
123164,38,50607,50607.0,467,84,11,0.19129375000000004,3,5619.69,,Nova,College,Married,Female,British Columbia,0,1.027027027027027,0.009227790072715776,0.1527777777777778,144.09461538461537,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
123344,32,46876,46876.0,2578,463,10,0.12630833333333333,2,9102.9,85880.0,Aurora,Bachelor,Married,Male,Ontario,0,1.28,0.05499498688055976,0.1388888888888889,275.8454545454545,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
123393,32,50142,50142.0,0,0,12,-0.019945833333333347,5,5963.82,100776.0,Aurora,Bachelor,Married,Female,British Columbia,0,0.5245901639344263,0.0,0.16666666666666666,180.72181818181818,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
123420,43,55878,55878.0,1172,211,6,0.7450708333333335,3,9540.92,70946.0,Aurora,Bachelor,Married,Female,British Columbia,0,1.162162162162162,0.02097389001234811,0.08333333333333333,216.8390909090909,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
123525,45,69081,69081.0,466,84,8,0.7025895833333333,3,41787.9,65997.0,Aurora,Bachelor,Divorced,Female,Manitoba,0,1.2162162162162162,0.006745606670333806,0.1111111111111111,908.4326086956522,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
123538,0,0,0.0,0,0,24,-2.0,2,7180.97,62862.0,Star,Bachelor,Married,Female,Ontario,1,0.0,0.0,0.3333333333333333,7180.97,1,Medium Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
123586,30,41264,41264.0,1199,215,12,-0.1171,4,2813.51,68785.0,Star,Bachelor,Married,Male,Quebec,1,0.6122448979591837,0.029056100811826004,0.16666666666666666,90.7583870967742,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
123667,24,29612,29612.0,982,176,12,-0.314925,5,2393.81,74522.0,Star,Bachelor,Divorced,Male,Nova Scotia,0,0.39344262295081966,0.03316111167392699,0.16666666666666666,95.7524,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
123668,56,82828,82828.0,1597,288,7,1.1010083333333334,4,10387.25,229165.0,Star,Doctor,Married,Male,Ontario,0,1.1428571428571428,0.019280686716005264,0.09722222222222222,182.23245614035088,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
123697,39,46301,46301.0,0,0,11,0.1852145833333334,4,2767.59,,Nova,College,Married,Male,Ontario,0,0.7959183673469388,0.0,0.1527777777777778,69.18975,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
123702,34,41533,41533.0,910,164,12,-0.03208541666666662,5,2449.79,64588.0,Star,Bachelor,Single,Male,Ontario,0,0.5573770491803278,0.021909760677998748,0.16666666666666666,69.994,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
123727,21,35043,35043.0,531,96,18,-0.84348125,0,22721.24,51591.0,Nova,Bachelor,Married,Female,New Brunswick,0,21.0,0.015152379865312178,0.25,1032.7836363636363,0,High Value,Low Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
123773,39,53098,53098.0,363,65,8,0.4776958333333334,6,7094.16,85235.0,Nova,Bachelor,Married,Male,Quebec,0,0.5342465753424658,0.0068362869357238365,0.1111111111111111,177.35399999999998,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
123780,0,0,0.0,0,0,24,-2.0,0,2509.51,,Star,College,Single,Male,Nova Scotia,0,0.0,0.0,0.3333333333333333,2509.51,1,Low Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
123784,0,0,0.0,0,0,24,-2.0,6,8658.86,77615.0,Star,Bachelor,Married,Female,British Columbia,0,0.0,0.0,0.3333333333333333,8658.86,1,High Value,Low Engagement,At-Risk Premium,Provide personalized retention offers and priority outreach
123830,3,6805,6805.0,910,164,22,-1.7283020833333333,6,5674.14,80038.0,Star,Bachelor,Divorced,Female,Quebec,0,0.0410958904109589,0.13370555392300912,0.3055555555555556,1418.535,1,Medium Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
123908,22,39080,39080.0,668,120,14,-0.46408333333333335,6,3383.45,,Nova,College,Single,Male,Quebec,0,0.3013698630136986,0.017092704894961747,0.19444444444444445,147.10652173913041,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
123928,0,0,0.0,0,0,24,-2.0,0,4624.56,52589.0,Star,Bachelor,Divorced,Male,Quebec,0,0.0,0.0,0.3333333333333333,4624.56,1,Low Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
123944,23,38429,38429.0,320,58,15,-0.5306520833333334,1,7451.48,73479.0,Aurora,High School or Below,Married,Male,Nova Scotia,0,1.7692307692307692,0.008326827998959146,0.20833333333333334,310.4783333333333,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
124038,40,66946,66946.0,370,67,11,0.33507916666666665,3,12302.76,63970.0,Nova,Bachelor,Married,Female,Ontario,0,1.0810810810810811,0.0055267599743080344,0.1527777777777778,300.0673170731707,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
124056,31,46566,46566.0,526,95,11,0.02020416666666669,2,12036.62,64417.0,Nova,Bachelor,Single,Female,Newfoundland,0,1.24,0.011295552644576632,0.1527777777777778,376.144375,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
124085,25,25270,25270.0,482,87,17,-0.7378958333333333,1,2725.32,64854.0,Star,Bachelor,Married,Male,Nova Scotia,1,1.9230769230769231,0.019073246013216732,0.2361111111111111,104.82000000000001,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
124088,38,64876,64876.0,0,0,13,0.11380833333333334,1,13770.98,75231.0,Nova,Bachelor,Single,Male,British Columbia,0,2.923076923076923,0.0,0.18055555555555555,353.10205128205126,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
124119,24,35422,35422.0,571,103,13,-0.36194583333333336,6,11413.44,,Star,College,Married,Male,Ontario,0,0.3287671232876712,0.01611947040058719,0.18055555555555555,456.5376,0,High Value,Low Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
124195,21,37848,37848.0,0,0,18,-0.8259500000000001,0,3910.7,74870.0,Nova,Bachelor,Married,Male,British Columbia,0,21.0,0.0,0.25,177.7590909090909,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
124207,6,11027,11027.0,0,0,22,-1.6394145833333333,0,7294.4,92999.0,Star,Bachelor,Married,Female,Ontario,0,6.0,0.0,0.3055555555555556,1042.0571428571427,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
124351,0,0,0.0,0,0,11,-2.0,0,4774.38,,Star,College,Single,Female,Quebec,0,0.0,0.0,0.1527777777777778,4774.38,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
124355,35,50877,50877.0,1219,220,13,-0.03618541666666667,5,4115.58,70254.0,Nova,Bachelor,Married,Female,Ontario,0,0.5737704918032787,0.023959275128739337,0.18055555555555555,114.32166666666666,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
124377,1,1509,1509.0,0,0,23,-1.8864020833333335,0,8175.32,,Nova,College,Single,Male,British Columbia,0,1.0,0.0,0.3194444444444444,4087.66,0,High Value,Low Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
124536,0,0,0.0,0,0,24,-2.0,5,3478.89,53814.0,Nova,Bachelor,Divorced,Female,Quebec,1,0.0,0.0,0.3333333333333333,3478.89,1,Low Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
124678,51,74440,74440.0,304,55,8,0.8610833333333333,5,3954.34,152955.0,Star,Doctor,Married,Male,Nova Scotia,0,0.8360655737704918,0.004083771040152604,0.1111111111111111,76.045,0,Low Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
124761,43,70893,70893.0,0,0,10,0.50558125,4,10546.66,64046.0,Aurora,Bachelor,Married,Female,Nova Scotia,0,0.8775510204081632,0.0,0.1388888888888889,239.69681818181817,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
124931,0,0,0.0,0,0,24,-2.0,3,13297.71,68956.0,Aurora,Bachelor,Married,Female,Ontario,1,0.0,0.0,0.3333333333333333,13297.71,1,High Value,Low Engagement,At-Risk Premium,Provide personalized retention offers and priority outreach
124987,0,0,0.0,0,0,24,-2.0,5,4666.64,76153.0,Star,Bachelor,Married,Male,British Columbia,1,0.0,0.0,0.3333333333333333,4666.64,1,Low Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
125059,5,10614,10614.0,0,0,22,-1.6628291666666666,0,5528.21,58314.0,Nova,Bachelor,Single,Female,Ontario,0,5.0,0.0,0.3055555555555556,921.3683333333333,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
125068,67,94402,141603.0,433,78,5,3.8527636363636364,0,4064.18,19464.0,Star,Bachelor,Married,Female,British Columbia,0,67.0,0.003057823225332618,0.06944444444444445,59.76735294117647,0,Low Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
125300,38,57555,57555.0,906,164,10,0.31805208333333335,2,5583.58,88198.0,Star,Bachelor,Married,Male,British Columbia,0,1.52,0.015741191187712836,0.1388888888888889,143.16871794871795,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
125393,41,47264,47264.0,1516,274,9,0.3995666666666667,4,15120.21,47021.0,Star,Bachelor,Single,Male,Manitoba,0,0.8367346938775511,0.032074473712049086,0.125,360.005,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
125493,7,4739,4739.0,0,0,22,-1.65788125,0,16727.77,54529.0,Star,Bachelor,Married,Male,British Columbia,0,7.0,0.0,0.3055555555555556,2090.97125,0,High Value,Low Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
125606,0,0,0.0,0,0,24,-2.0,0,8826.61,51166.0,Star,Bachelor,Married,Female,Quebec,0,0.0,0.0,0.3333333333333333,8826.61,1,High Value,Low Engagement,At-Risk Premium,Provide personalized retention offers and priority outreach
125919,31,43554,43554.0,525,95,10,0.08471250000000001,2,6689.02,73602.0,Nova,Bachelor,Married,Male,Quebec,0,1.24,0.012053725175066008,0.1388888888888889,209.031875,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
125969,47,86854,86854.0,569,102,7,0.9386708333333335,2,2694.6,51476.0,Star,Bachelor,Married,Male,British Columbia,0,1.88,0.006551148465833861,0.09722222222222222,56.137499999999996,0,Low Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
125996,31,40231,40231.0,858,154,13,-0.18605624999999995,5,4512.2,,Star,College,Single,Female,British Columbia,0,0.5081967213114754,0.021326307416981508,0.18055555555555555,141.00625,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
126097,48,56069,56069.0,2882,519,7,0.7670979166666667,3,4551.06,,Star,College,Single,Male,Ontario,0,1.2972972972972974,0.05140003566969859,0.09722222222222222,92.8787755102041,0,Low Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
126100,0,0,0.0,0,0,48,-2.0,5,17790.41,121261.0,Nova,Master,Divorced,Female,New Brunswick,1,0.0,0.0,0.6666666666666666,17790.41,1,High Value,Low Engagement,At-Risk Premium,Provide personalized retention offers and priority outreach
126148,0,0,0.0,0,0,24,-2.0,2,3732.57,,Nova,College,Single,Female,British Columbia,1,0.0,0.0,0.3333333333333333,3732.57,1,Low Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
126181,0,0,0.0,0,0,24,-2.0,4,3417.95,84929.0,Nova,Bachelor,Married,Male,Saskatchewan,1,0.0,0.0,0.3333333333333333,3417.95,1,Low Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
126216,41,55958,55958.0,524,94,5,0.7872374999999999,6,4969.53,77542.0,Star,Bachelor,Married,Female,Ontario,0,0.5616438356164384,0.009363998641862792,0.06944444444444445,118.32214285714285,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
126219,37,44095,44095.0,727,131,9,0.29642708333333334,4,6846.15,,Nova,College,Divorced,Male,Alberta,0,0.7551020408163265,0.016486756168359942,0.125,180.16184210526316,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
126239,27,41984,41984.0,1035,187,11,-0.09176666666666666,6,7109.34,99537.0,Star,Bachelor,Married,Female,Quebec,0,0.3698630136986301,0.02465166130760986,0.1527777777777778,253.905,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
126262,46,64955,64955.0,0,0,7,0.78096875,5,5720.77,62472.0,Aurora,Bachelor,Married,Female,Ontario,0,0.7540983606557377,0.0,0.09722222222222222,121.71851063829789,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
126308,0,0,0.0,0,0,24,-2.0,2,8838.09,92396.0,Aurora,Bachelor,Married,Female,Manitoba,1,0.0,0.0,0.3333333333333333,8838.09,1,High Value,Low Engagement,At-Risk Premium,Provide personalized retention offers and priority outreach
126424,29,34157,34157.0,0,0,13,-0.2656854166666666,3,16355.31,80289.0,Nova,High School or Below,Divorced,Male,Quebec,0,0.7837837837837838,0.0,0.18055555555555555,545.177,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
126466,38,51080,51080.0,2083,375,10,0.27758333333333335,6,14024.36,91817.0,Nova,Bachelor,Married,Male,Quebec,0,0.5205479452054794,0.04077837160588085,0.1388888888888889,359.5989743589744,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
126490,36,51217,51217.0,1910,344,29,-0.6732802083333334,4,2486.43,,Star,College,Single,Male,Ontario,0,0.7346938775510204,0.03729157717989769,0.4027777777777778,67.20081081081081,0,Low Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
126526,0,0,0.0,0,0,24,-2.0,3,13113.14,78331.0,Nova,High School or Below,Married,Female,British Columbia,1,0.0,0.0,0.3333333333333333,13113.14,1,High Value,Low Engagement,At-Risk Premium,Provide personalized retention offers and priority outreach
126581,57,93150,93150.0,1564,281,6,1.2696875,3,10546.66,64046.0,Aurora,Bachelor,Married,Female,Quebec,0,1.5405405405405406,0.0167899432104862,0.08333333333333333,181.83896551724138,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
126665,35,55402,55402.0,2046,368,9,0.3254291666666667,2,4825.26,,Nova,College,Single,Female,British Columbia,0,1.4,0.036929408154793064,0.125,134.035,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
127039,49,66643,66643.0,1019,183,6,0.9373520833333333,5,11274.91,,Nova,College,Single,Male,British Columbia,0,0.8032786885245902,0.015290198667546965,0.08333333333333333,225.4982,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
127052,0,0,0.0,0,0,24,-2.0,0,5619.85,80656.0,Star,Bachelor,Married,Female,Ontario,0,0.0,0.0,0.3333333333333333,5619.85,1,Medium Value,Low Engagement,Disengaged,Launch reactivation campaigns with bonus incentives
127127,45,61076,61076.0,0,0,9,0.569225,3,7644.68,74090.0,Star,High School or Below,Married,Female,Quebec,0,1.2162162162162162,0.0,0.125,166.18869565217392,0,Medium Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
127128,27,40583,40583.0,1545,278,15,-0.43385625,1,5077.32,,Aurora,College,Single,Female,Alberta,0,2.076923076923077,0.038069189828503845,0.20833333333333334,181.33285714285714,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
127137,46,69880,69880.0,2694,485,4,1.06175,5,2609.53,76396.0,Star,Bachelor,Married,Male,British Columbia,0,0.7540983606557377,0.038551251413116584,0.05555555555555555,55.52191489361702,0,Low Value,High Engagement,Stable,Maintain engagement through periodic offers and reminders
127185,37,59999,59999.0,0,0,13,0.062493750000000035,2,6846.15,,Aurora,College,Divorced,Male,Quebec,0,1.48,0.0,0.18055555555555555,180.16184210526316,0,Medium Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
127241,11,17369,17369.0,0,0,21,-1.4122770833333333,0,5206.12,70418.0,Nova,Bachelor,Married,Female,Ontario,0,11.0,0.0,0.2916666666666667,433.8433333333333,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
127279,37,47772,47772.0,370,67,9,0.31940833333333335,5,11131.57,,Aurora,College,Married,Female,Quebec,0,0.6065573770491803,0.007744960542565884,0.125,292.93605263157895,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
127289,30,41431,41431.0,2601,468,12,-0.11605625000000001,5,2776.63,,Nova,College,Single,Male,British Columbia,0,0.4918032786885246,0.06277756323614597,0.16666666666666666,89.56870967741936,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
127311,31,47100,47100.0,570,103,12,-0.05979166666666667,4,7937.06,48636.0,Aurora,Bachelor,Married,Male,Alberta,0,0.6326530612244898,0.012101653892698669,0.16666666666666666,248.033125,0,High Value,Moderate Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
127350,42,59965,59965.0,0,0,7,0.6664479166666667,4,10614.64,51775.0,Nova,High School or Below,Divorced,Male,Ontario,0,0.8571428571428571,0.0,0.09722222222222222,246.8520930232558,0,High Value,High Engagement,Loyal High Value,Offer exclusive upgrades and premium loyalty benefits
127400,29,37546,37546.0,528,95,12,-0.16117083333333332,4,3914.72,,Star,College,Single,Female,British Columbia,0,0.5918367346938775,0.014062375156470557,0.16666666666666666,130.49066666666667,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
127410,42,51430,51430.0,0,0,11,0.2797708333333333,2,2701.49,87747.0,Star,Bachelor,Married,Female,Alberta,0,1.68,0.0,0.1527777777777778,62.8253488372093,0,Low Value,Moderate Engagement,Stable,Maintain engagement through periodic offers and reminders
127496,4,7124,7124.0,0,0,23,-1.7888083333333331,0,7482.64,50688.0,Star,Bachelor,Married,Male,Alberta,0,4.0,0.0,0.3194444444444444,1496.528,0,Medium Value,Low Engagement,Stable,Maintain engagement through periodic offers and reminders
